time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2020-02-10T01:57:15Z,161,0,0,0,0,0,39276148,1467,36130259,0,0,0,0,0,0,37194,0,0,0,0,0,0,0,1974,29,0,-15,1,6,15418,0,0,0,0,0, ,0,0,0,0,0,0,37183,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,193440256,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,36352,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T01:58:15Z,161,0,0,0,0,0,39373588,1467,36227699,0,0,0,0,0,0,37306,0,0,0,0,0,0,0,1983,29,0,-17,1,6,15208,0,0,0,0,0, ,0,0,0,0,0,0,37295,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,249135696,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,36413,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T01:59:15Z,161,0,0,0,0,0,39490924,1467,36345035,0,0,0,0,0,0,34969,0,0,0,0,0,0,0,1988,29,0,-19,1,6,14046,0,0,0,0,0, ,0,0,0,0,0,0,34960,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,298114528,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,34159,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:00:15Z,161,0,0,0,0,0,39554844,1467,36408955,0,0,0,0,0,0,37340,0,0,0,0,0,0,0,1995,29,0,-22,1,6,15357,0,0,0,0,0, ,0,0,0,0,0,0,37326,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,214060848,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,36499,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:01:15Z,161,0,0,0,0,0,39694188,1467,36548299,0,0,0,0,0,0,38838,0,0,0,0,0,0,0,2008,29,0,-24,1,6,15905,0,0,0,0,0, ,0,0,0,0,0,0,38828,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,50,254238208,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,37799,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:02:15Z,161,0,0,0,0,0,39784364,1467,36638475,0,0,0,0,0,0,37609,0,0,0,0,0,0,0,2010,29,0,-26,1,6,15554,0,0,0,0,0, ,0,0,0,0,0,0,37600,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47,236119736,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,36746,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:03:15Z,161,0,0,0,0,0,39862756,1467,36716867,0,0,0,0,0,0,38259,0,0,0,0,0,0,0,2018,29,0,-28,1,6,15749,0,0,0,0,0, ,0,0,0,0,0,0,38249,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,46,263344288,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,37486,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:04:15Z,161,0,0,0,0,0,39847124,1467,36701235,0,0,0,0,0,0,35992,0,0,0,0,0,0,0,2018,29,0,-31,1,6,15439,0,0,0,0,0, ,0,0,0,0,0,0,35977,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46,225952568,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,35370,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:05:15Z,161,0,0,0,0,0,39849828,1467,36703939,0,0,0,0,0,0,27091,0,0,0,0,0,0,0,2019,29,0,-33,1,6,11894,0,0,0,0,0, ,0,0,0,0,0,0,27078,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,281100256,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,26646,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:06:15Z,161,0,0,0,0,0,39887996,1467,36742107,0,0,0,0,0,0,30924,0,0,0,0,0,0,0,2020,29,0,-35,1,6,13295,0,0,0,0,0, ,0,0,0,0,0,0,30917,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,258819888,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,30463,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:07:15Z,161,0,0,0,0,0,39916540,1467,36770651,0,0,0,0,0,0,33358,0,0,0,0,0,0,0,2023,29,0,-39,1,6,14436,0,0,0,0,0, ,0,0,0,0,0,0,33343,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,278317144,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,32726,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:08:15Z,161,0,0,0,0,0,39904676,1467,36758787,0,0,0,0,0,0,32503,0,0,0,0,0,0,0,2023,29,0,-44,1,6,14186,0,0,0,0,0, ,0,0,0,0,0,0,32485,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,246220192,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,31961,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:09:15Z,161,0,0,0,0,0,39921908,1467,36776019,0,0,0,0,0,0,29784,0,0,0,0,0,0,0,2026,29,0,-46,1,6,13105,0,0,0,0,0, ,0,0,0,0,0,0,29777,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,250955712,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,29286,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:10:15Z,161,0,0,0,0,0,39973956,1467,36828067,0,0,0,0,0,0,33143,0,0,0,0,0,0,0,2034,29,0,-48,1,6,14557,0,0,0,0,0, ,0,0,0,0,0,0,33135,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,259725040,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,32561,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:11:15Z,161,0,0,0,0,0,39969772,1467,36823883,0,0,0,0,0,0,32773,0,0,0,0,0,0,0,2034,29,0,-51,1,6,14439,0,0,0,0,0, ,0,0,0,0,0,0,32757,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,50,296594808,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,32308,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:12:15Z,161,0,0,0,0,0,39911068,1467,36765179,0,0,0,0,0,0,33331,0,0,0,0,0,0,0,2035,29,0,-53,1,6,15067,0,0,0,0,0, ,0,0,0,0,0,0,33317,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,274416024,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,32935,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:13:15Z,161,0,0,0,0,0,39921164,1467,36775275,0,0,0,0,0,0,34353,0,0,0,0,0,0,0,2035,29,0,-55,1,6,15326,0,0,0,0,0, ,0,0,0,0,0,0,34348,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,50,292684800,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,33909,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:14:15Z,161,0,0,0,0,0,39943436,1467,36797547,0,0,0,0,0,0,34059,0,0,0,0,0,0,0,2037,28,0,-59,1,6,15067,0,0,0,0,0, ,0,0,0,0,0,0,34050,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,52,294351528,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,33488,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:15:15Z,161,0,0,0,0,0,39933308,1467,36787419,0,0,0,0,0,0,33924,0,0,0,0,0,0,0,2041,28,0,-61,1,6,15345,0,0,0,0,0, ,0,0,0,0,0,0,33913,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,44,275566200,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,33492,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:16:15Z,161,0,0,0,0,0,40557764,1467,37411875,0,0,0,0,0,0,42601,0,0,0,0,0,0,0,2079,29,0,-63,1,6,15329,0,0,0,0,0, ,0,0,0,0,0,0,42592,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,76,426613336,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,39492,0,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:17:15Z,161,0,0,0,0,0,41950452,1467,38804563,0,0,0,0,0,0,53709,0,0,0,0,0,0,0,2156,30,0,-66,1,6,15485,0,0,0,0,0, ,0,0,0,0,0,0,53696,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,382043040,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,47063,0,6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:18:15Z,161,0,0,0,0,0,42909220,1467,39763331,0,0,0,0,0,0,47237,0,0,0,0,0,0,0,2207,30,0,-68,1,6,15174,0,0,0,0,0, ,0,0,0,0,0,0,47228,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,411094016,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,42551,0,4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:19:15Z,161,0,0,0,0,0,45528564,1467,42382675,0,0,0,0,0,0,69381,0,0,0,0,0,0,0,2355,32,0,-70,1,6,15586,0,0,0,0,0, ,0,0,0,0,0,0,69373,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,369570848,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,57552,0,11649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:20:15Z,161,0,0,0,0,0,45934084,1467,42788195,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,2381,33,0,-72,1,6,14964,0,0,0,0,0, ,0,0,0,0,0,0,39989,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47,341365352,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,37951,0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:21:15Z,161,0,0,0,0,0,46757236,1467,43611347,0,0,0,0,0,0,46210,0,0,0,0,0,0,0,2427,33,0,-75,1,6,14675,0,0,0,0,0, ,0,0,0,0,0,0,46198,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,371036648,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,41955,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:22:15Z,161,0,0,0,0,0,47664132,1467,44518243,0,0,0,0,0,0,46529,0,0,0,0,0,0,0,2479,34,0,-78,1,6,14717,0,0,0,0,0, ,0,0,0,0,0,0,46514,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,39,472390536,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,41772,0,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:23:15Z,161,0,0,0,0,0,48722564,1467,45576675,0,0,0,0,0,0,49166,0,0,0,0,0,0,0,2541,35,0,-80,1,6,15297,0,0,0,0,0, ,0,0,0,0,0,0,49159,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,363611440,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,44263,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:24:15Z,161,0,0,0,0,0,50269180,1467,47123291,0,0,0,0,0,0,56259,0,0,0,0,0,0,0,2626,36,0,-82,1,6,15507,0,0,0,0,0, ,0,0,0,0,0,0,56249,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,439391000,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,48980,0,7158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:25:15Z,161,0,0,0,0,0,51107324,1467,47961435,0,0,0,0,0,0,46830,0,0,0,0,0,0,0,2668,37,0,-85,1,6,15688,0,0,0,0,0, ,0,0,0,0,0,0,46819,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,489675784,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,42643,0,4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10T02:26:15Z,161,0,0,0,0,0,52762580,1467,49616691,0,0,0,0,0,0,57495,0,0,0,0,0,0,0,2760,39,0,-87,1,6,15647,0,0,0,0,0, ,0,0,0,0,0,0,57483,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581298635423,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,492641736,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,49758,0,7601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
